date,IOCL_Panipat_demand_kmt,IOCL_Koyali_demand_kmt,RIL_Jamnagar_demand_kmt,Nayara_Vadinar_demand_kmt,BPCL_Kochi_demand_kmt,MRPL_Mangaluru_demand_kmt,CPCL_Chennai_demand_kmt,total_demand_kmt
2025-05-22,47.3,41.1,183.9,61.7,47.5,47.9,31.9,461.29999999999995
2025-05-23,47.3,42.3,180.3,62.8,46.0,44.9,31.8,455.4
2025-05-24,46.7,39.5,182.6,62.6,46.0,45.4,30.6,453.40000000000003
2025-05-25,47.0,40.5,184.7,61.7,47.4,46.3,29.7,457.29999999999995
2025-05-26,46.3,40.3,188.8,62.1,46.2,23.1,31.4,438.2
2025-05-27,45.3,40.9,178.8,63.1,46.8,24.2,31.8,430.90000000000003
2025-05-28,45.4,41.2,180.1,64.0,47.7,24.0,30.4,432.79999999999995
2025-05-29,47.2,41.5,182.8,60.4,47.3,23.7,31.8,434.7
2025-05-30,45.6,41.8,185.5,60.8,44.5,23.6,30.7,432.5
2025-05-31,46.1,40.7,183.2,63.9,47.2,24.0,30.2,435.29999999999995
2025-06-01,46.9,40.0,182.2,62.4,48.1,24.3,30.6,434.50000000000006
2025-06-02,45.7,39.0,183.9,58.8,46.0,23.7,31.9,429.0
2025-06-03,46.5,42.2,185.4,62.3,46.7,22.7,30.4,436.2
2025-06-04,45.1,40.2,184.9,60.9,45.5,24.2,30.1,430.90000000000003
2025-06-05,45.7,41.6,180.0,60.5,46.6,24.2,30.8,429.40000000000003
2025-06-06,45.4,41.4,192.9,61.7,46.2,23.6,30.4,441.59999999999997
2025-06-07,46.5,40.3,181.9,62.9,45.5,23.4,30.3,430.79999999999995
2025-06-08,46.4,40.6,189.8,60.6,44.9,24.0,30.2,436.5
2025-06-09,46.3,40.3,187.4,62.2,47.5,23.7,30.3,437.7
2025-06-10,45.8,41.0,183.7,61.1,45.7,24.1,30.2,431.6
2025-06-11,46.2,39.9,180.2,61.0,47.0,23.6,30.7,428.59999999999997
2025-06-12,45.1,39.8,181.9,59.2,46.9,23.8,31.3,428.0
2025-06-13,45.3,41.2,180.7,61.1,46.4,23.8,30.2,428.7
2025-06-14,46.3,40.5,186.0,59.3,45.4,45.2,29.9,452.59999999999997
2025-06-15,45.5,39.8,182.5,61.8,46.0,45.7,31.7,453.0
2025-06-16,44.8,40.8,180.7,61.7,45.4,45.6,30.8,449.79999999999995
2025-06-17,45.6,39.7,180.7,63.1,45.2,45.1,29.7,449.1
2025-06-18,46.8,39.9,180.2,59.3,45.9,45.4,31.0,448.49999999999994
2025-06-19,45.2,38.5,183.7,60.5,45.8,46.5,29.5,449.7
2025-06-20,45.5,41.9,190.0,60.2,46.3,43.8,29.8,457.5
2025-06-21,46.1,40.5,185.8,59.2,45.2,45.2,17.5,439.49999999999994
2025-06-22,46.4,40.3,184.5,60.2,45.8,45.2,18.5,440.9
2025-06-23,45.7,40.9,177.0,63.2,45.3,44.0,17.8,433.90000000000003
2025-06-24,45.0,40.6,179.5,60.4,45.6,46.7,18.0,435.8
2025-06-25,46.0,40.5,174.7,59.5,44.5,44.3,17.7,427.2
2025-06-26,44.6,38.6,179.4,61.6,46.5,45.3,18.3,434.30000000000007
2025-06-27,47.1,41.6,181.7,59.9,46.3,45.6,17.7,439.9
2025-06-28,44.4,39.4,183.8,61.2,46.3,44.5,18.2,437.8
2025-06-29,45.8,40.9,175.4,60.7,45.8,45.0,17.6,431.20000000000005
2025-06-30,44.3,39.7,174.9,60.4,45.4,44.5,18.2,427.3999999999999
2025-07-01,46.2,39.0,178.4,59.5,44.5,44.9,17.9,430.4
2025-07-02,42.8,40.5,174.7,60.6,44.3,45.3,18.3,426.50000000000006
2025-07-03,44.3,40.1,184.7,60.9,45.0,43.6,18.1,436.70000000000005
2025-07-04,43.3,39.3,184.5,62.2,44.9,45.6,17.9,437.7
2025-07-05,43.8,38.7,183.0,59.3,45.0,45.0,17.9,432.7
2025-07-06,45.3,39.8,182.6,60.9,45.4,44.5,18.1,436.59999999999997
2025-07-07,46.4,40.6,180.7,61.3,44.7,44.6,17.4,435.7
2025-07-08,44.0,39.1,176.4,59.9,46.2,44.4,30.2,440.19999999999993
2025-07-09,44.5,38.6,178.7,59.7,44.8,45.1,28.9,440.29999999999995
2025-07-10,45.7,40.0,178.2,59.9,44.7,45.1,29.7,443.29999999999995
2025-07-11,44.4,40.7,176.6,59.3,44.4,46.6,30.2,442.2
2025-07-12,44.7,40.8,179.5,60.7,44.3,44.5,28.7,443.2
2025-07-13,42.8,39.8,175.0,58.9,45.1,45.5,28.5,435.6
2025-07-14,45.0,39.8,178.7,60.8,44.5,44.4,30.4,443.59999999999997
2025-07-15,43.4,39.4,178.7,59.5,45.5,45.4,28.5,440.4
2025-07-16,44.3,40.8,173.2,59.2,43.6,44.0,29.0,434.09999999999997
2025-07-17,44.4,40.3,178.2,57.3,44.5,45.1,30.2,440.0
2025-07-18,43.3,40.2,178.9,57.9,44.9,44.3,29.8,439.29999999999995
2025-07-19,45.2,37.7,176.8,57.9,44.2,44.9,29.8,436.5
2025-07-20,44.6,40.0,180.2,57.1,44.6,44.0,28.2,438.7
2025-07-21,44.4,40.4,180.4,59.1,43.4,44.1,30.2,442.0
2025-07-22,44.5,39.6,177.2,61.0,44.5,43.5,29.7,439.99999999999994
2025-07-23,43.3,40.2,174.2,56.8,43.6,44.6,30.5,433.20000000000005
2025-07-24,42.6,38.4,180.8,59.2,43.5,44.6,28.5,437.6
2025-07-25,45.4,40.8,179.1,59.4,42.5,44.9,29.6,441.69999999999993
2025-07-26,44.7,39.3,178.8,59.2,44.4,43.6,29.6,439.6
2025-07-27,45.8,38.2,185.3,59.0,44.0,43.2,29.8,445.3
2025-07-28,43.9,39.2,179.2,58.1,43.7,43.7,30.3,438.09999999999997
2025-07-29,43.2,39.4,173.1,56.6,45.2,43.9,29.9,431.29999999999995
2025-07-30,43.5,40.2,174.4,57.4,43.2,44.1,29.4,432.2
2025-07-31,43.4,39.1,177.6,57.5,44.1,43.3,29.3,434.30000000000007
2025-08-01,43.8,39.0,176.1,59.1,44.8,43.5,29.5,435.8
2025-08-02,42.7,39.8,175.5,57.7,44.9,42.8,29.5,432.9
2025-08-03,42.5,38.4,177.4,60.2,45.5,43.4,29.5,436.9
2025-08-04,43.6,39.1,178.1,58.9,44.6,43.6,28.4,436.3
2025-08-05,44.1,38.9,173.5,60.1,42.3,44.1,30.0,433.00000000000006
2025-08-06,43.5,37.8,178.0,59.0,42.5,44.5,28.8,434.1
2025-08-07,44.6,38.0,171.0,57.1,43.8,43.1,28.8,426.40000000000003
2025-08-08,43.7,38.9,175.8,57.1,42.9,43.2,29.5,431.09999999999997
2025-08-09,43.2,38.0,173.0,57.9,43.9,43.7,28.8,428.49999999999994
2025-08-10,43.8,38.7,171.2,58.8,44.0,43.4,29.3,429.2
2025-08-11,43.8,39.6,173.4,59.9,44.5,42.2,29.3,432.7
2025-08-12,45.0,37.4,174.2,56.8,43.2,43.0,29.0,428.6
2025-08-13,42.3,38.1,176.6,56.7,43.0,42.5,29.6,428.8
2025-08-14,44.2,39.4,171.5,59.1,44.4,43.2,29.3,431.09999999999997
2025-08-15,42.0,38.0,174.0,56.0,44.7,42.5,28.6,425.8
2025-08-16,41.5,38.1,174.5,56.8,43.4,42.5,28.7,425.49999999999994
2025-08-17,42.0,39.7,175.0,57.8,42.5,44.1,28.1,429.20000000000005
2025-08-18,43.8,37.6,171.2,58.4,44.4,43.2,29.7,428.29999999999995
2025-08-19,43.8,38.6,171.0,56.4,43.5,44.0,28.9,426.2
2025-08-20,44.2,38.7,174.4,57.2,43.3,42.5,28.7,429.0
2025-08-21,41.6,38.0,171.2,57.7,41.9,43.6,28.6,422.6
2025-08-22,42.5,39.2,171.1,55.9,44.3,43.6,29.0,425.6
2025-08-23,42.3,39.5,172.9,57.3,43.4,41.9,27.9,425.19999999999993
2025-08-24,42.3,38.2,172.7,59.3,44.3,44.2,27.6,428.6
2025-08-25,42.5,37.7,171.9,55.6,43.5,44.8,27.9,423.90000000000003
2025-08-26,42.4,38.1,173.7,56.8,42.2,43.2,28.9,425.29999999999995
2025-08-27,43.7,38.9,171.0,58.2,41.7,42.6,29.9,426.0
2025-08-28,42.9,38.2,172.9,57.6,42.8,43.2,29.8,427.40000000000003
2025-08-29,42.8,38.2,171.4,57.4,43.1,43.1,29.7,425.70000000000005
2025-08-30,42.7,38.8,176.2,57.8,43.0,45.2,29.0,432.7
2025-08-31,43.5,38.0,168.0,56.5,41.7,45.5,29.3,422.5
2025-09-01,43.5,38.2,174.0,57.6,42.7,43.0,29.5,428.5
2025-09-02,43.8,39.3,178.3,58.3,44.1,41.9,28.5,434.2
2025-09-03,43.3,37.2,177.9,57.5,43.6,41.8,28.7,430.0
2025-09-04,43.8,38.6,174.4,57.8,43.5,44.4,29.2,431.7
2025-09-05,44.5,37.1,169.9,57.7,43.3,42.7,28.2,423.4
2025-09-06,43.0,38.3,168.8,57.5,42.1,43.6,28.9,422.20000000000005
2025-09-07,42.1,37.6,171.9,56.8,42.4,43.5,28.6,422.90000000000003
2025-09-08,41.6,39.3,172.2,56.9,44.3,43.7,27.8,425.8
2025-09-09,42.0,38.8,164.9,55.7,42.8,43.0,28.9,416.09999999999997
2025-09-10,42.9,39.9,170.3,58.1,42.7,43.9,28.3,426.1
2025-09-11,44.4,37.1,170.9,57.5,44.3,42.8,29.6,426.6
2025-09-12,42.5,37.9,173.7,57.0,43.3,43.2,28.4,426.0
2025-09-13,44.5,37.4,169.8,57.4,42.5,43.5,28.6,423.70000000000005
2025-09-14,42.9,37.8,166.8,57.9,43.3,43.0,28.5,420.2
2025-09-15,41.9,37.8,169.1,58.1,42.7,40.5,27.9,417.99999999999994
2025-09-16,42.1,37.4,171.8,58.9,41.3,43.1,28.1,422.70000000000005
2025-09-17,42.5,37.5,167.2,56.7,42.1,42.3,28.5,416.8
2025-09-18,42.8,37.6,174.0,57.6,44.0,43.4,30.1,429.5
2025-09-19,42.5,40.0,176.2,56.9,44.0,43.2,28.4,431.19999999999993
2025-09-20,42.8,36.4,170.7,57.7,42.6,43.4,28.3,421.9
2025-09-21,44.1,37.2,171.9,57.7,43.1,41.6,28.0,423.6000000000001
2025-09-22,43.7,38.0,171.1,55.6,41.3,43.6,28.2,421.50000000000006
2025-09-23,42.6,37.5,173.7,56.3,43.5,43.2,29.0,425.79999999999995
2025-09-24,41.0,38.1,169.1,58.8,42.5,41.5,9.5,400.5
2025-09-25,43.0,38.0,173.2,57.7,41.5,42.0,9.1,404.5
2025-09-26,43.0,38.3,167.4,55.5,41.8,42.8,9.5,398.3
2025-09-27,43.6,39.0,175.2,58.6,42.8,43.8,9.2,412.2
2025-09-28,42.8,38.0,165.8,58.2,43.5,42.8,9.0,400.1
2025-09-29,41.6,37.8,167.0,57.8,43.0,43.4,9.0,399.59999999999997
2025-09-30,42.7,38.2,173.2,57.6,42.6,43.6,9.6,407.50000000000006
2025-10-01,43.0,36.9,170.9,55.8,43.2,42.4,9.4,401.59999999999997
2025-10-02,41.7,38.2,170.0,57.8,43.1,42.0,9.5,402.3
2025-10-03,42.3,38.5,173.0,59.2,42.4,42.8,9.2,407.4
2025-10-04,41.8,37.7,171.9,58.0,43.2,41.7,9.2,403.49999999999994
2025-10-05,44.3,38.4,167.5,58.5,42.4,42.2,9.3,402.59999999999997
2025-10-06,41.9,37.7,175.0,57.5,42.5,43.3,9.6,407.50000000000006
2025-10-07,42.2,38.2,171.6,57.0,41.4,42.4,9.5,402.29999999999995
2025-10-08,42.9,37.8,172.1,57.6,42.6,43.2,9.3,405.5
2025-10-09,42.4,38.4,168.4,58.7,45.0,43.1,9.1,405.1
2025-10-10,42.9,38.0,164.5,61.6,43.1,42.5,9.5,402.1
2025-10-11,42.6,36.8,167.3,57.5,40.3,44.3,9.5,398.30000000000007
2025-10-12,42.9,37.9,171.4,56.9,44.5,42.7,9.3,405.59999999999997
2025-10-13,43.5,38.0,174.3,57.2,43.7,41.4,9.7,407.79999999999995
2025-10-14,43.1,38.6,164.5,58.3,42.9,42.0,9.4,398.79999999999995
2025-10-15,43.5,37.4,166.1,55.2,42.9,43.1,9.7,397.9
2025-10-16,42.8,37.5,170.9,57.6,43.3,43.9,9.3,405.3
2025-10-17,42.9,39.0,171.5,57.3,42.6,43.3,9.4,406.0
2025-10-18,42.4,38.4,177.0,57.8,43.4,42.2,9.1,410.3
2025-10-19,42.4,37.7,171.4,57.6,43.7,41.1,9.2,403.1
2025-10-20,42.3,38.8,170.1,58.2,43.3,43.8,29.3,425.8
2025-10-21,43.3,38.5,173.2,57.6,42.4,43.3,28.3,426.6
2025-10-22,43.7,37.1,166.8,58.0,43.1,43.0,29.1,420.80000000000007
2025-10-23,43.4,38.7,168.7,57.2,42.4,43.3,29.3,423.0
2025-10-24,43.6,38.8,172.2,58.3,43.1,42.1,28.4,426.5
2025-10-25,43.0,37.9,170.1,56.5,42.8,44.5,29.5,424.3
2025-10-26,42.5,37.6,174.8,56.9,43.4,42.0,28.5,425.7
2025-10-27,44.0,38.3,177.5,57.5,43.2,43.0,28.4,431.9
2025-10-28,43.2,37.5,175.2,57.3,43.6,42.8,28.3,427.90000000000003
2025-10-29,41.2,38.3,175.3,57.4,42.1,42.5,29.4,426.2
2025-10-30,42.9,38.7,172.2,57.2,42.5,44.2,27.7,425.4
2025-10-31,42.7,38.1,170.8,58.3,44.8,43.9,29.3,427.90000000000003
2025-11-01,43.0,38.7,172.4,57.5,43.7,43.5,28.2,427.0
2025-11-02,41.6,37.3,173.5,58.6,44.5,42.0,28.2,425.7
2025-11-03,43.4,40.0,167.2,59.6,41.5,43.9,28.4,423.99999999999994
2025-11-04,42.7,37.8,167.2,58.0,42.6,42.8,28.7,419.8
2025-11-05,44.2,36.1,170.3,59.0,44.4,42.3,28.4,424.7
2025-11-06,41.6,38.8,176.5,56.7,43.5,42.9,29.0,428.99999999999994
2025-11-07,44.2,39.0,174.1,58.6,43.5,43.5,27.9,430.8
2025-11-08,42.9,37.9,173.2,56.5,42.9,43.4,28.7,425.49999999999994
2025-11-09,43.6,37.7,170.1,58.4,44.1,44.0,29.6,427.50000000000006
2025-11-10,42.5,37.3,172.3,57.9,43.7,43.0,29.9,426.59999999999997
2025-11-11,43.6,37.6,176.4,55.9,42.4,43.6,28.9,428.4
2025-11-12,42.2,37.2,176.6,56.5,42.9,43.3,28.8,427.5
2025-11-13,43.8,37.7,174.8,56.8,45.0,42.0,28.5,428.6
2025-11-14,42.6,38.6,172.9,57.2,44.2,42.9,29.5,427.9
2025-11-15,42.0,38.9,168.1,57.8,43.2,43.6,29.6,423.20000000000005
2025-11-16,43.7,39.2,177.3,57.3,43.8,44.5,29.5,435.30000000000007
2025-11-17,43.9,38.4,171.2,57.4,43.6,44.1,28.9,427.5
2025-11-18,43.3,37.4,174.6,59.9,43.0,45.3,29.4,432.9
2025-11-19,44.1,39.6,178.4,57.1,42.7,44.7,28.8,435.40000000000003
2025-11-20,45.0,38.6,175.7,57.4,45.2,41.7,29.6,433.19999999999993
2025-11-21,44.5,39.7,171.4,57.4,42.8,43.7,29.0,428.5
2025-11-22,42.7,38.5,171.2,58.2,44.4,45.0,29.3,429.29999999999995
2025-11-23,41.8,37.9,177.6,56.6,44.0,44.6,28.9,431.4
2025-11-24,43.1,39.2,178.6,58.3,43.6,42.7,29.3,434.8
2025-11-25,42.6,39.9,167.3,57.2,43.3,42.2,29.7,422.2
2025-11-26,44.7,39.0,175.5,58.1,43.3,43.3,29.2,433.1
2025-11-27,43.3,38.9,173.8,57.3,43.5,44.0,29.0,429.8
2025-11-28,42.8,39.0,176.3,57.7,43.6,43.2,29.0,431.6
2025-11-29,44.8,38.8,178.2,58.8,44.0,45.9,29.4,439.8999999999999
2025-11-30,44.1,38.7,176.7,57.9,42.8,43.7,29.1,433.0
2025-12-01,43.5,38.8,184.0,59.1,44.2,46.2,29.0,444.8
2025-12-02,45.7,38.9,173.7,58.1,43.5,42.9,28.4,431.19999999999993
2025-12-03,44.3,38.5,172.6,57.9,43.0,43.0,29.2,428.49999999999994
2025-12-04,42.8,40.1,180.5,59.1,45.1,45.1,28.8,441.50000000000006
2025-12-05,42.7,39.8,176.7,55.6,44.5,46.4,29.3,435.0
2025-12-06,43.3,38.8,180.5,59.3,42.1,44.5,29.6,438.1000000000001
2025-12-07,45.0,39.0,175.6,58.6,46.2,44.4,28.2,437.0
2025-12-08,45.6,39.4,180.1,58.6,43.9,44.4,29.3,441.3
2025-12-09,44.1,38.9,177.4,58.5,44.9,46.0,29.7,439.49999999999994
2025-12-10,43.7,39.8,179.3,59.3,45.2,44.3,28.7,440.3
2025-12-11,44.9,39.1,179.3,60.9,43.5,42.6,29.2,439.5
2025-12-12,45.5,39.2,180.6,60.7,44.3,43.7,30.1,444.1
2025-12-13,42.8,39.7,178.9,59.7,43.0,43.0,29.9,436.99999999999994
2025-12-14,44.0,39.0,177.9,59.1,46.4,44.1,29.6,440.1
2025-12-15,45.0,39.8,176.5,60.2,44.7,44.8,29.8,440.8
2025-12-16,45.3,39.1,174.5,58.8,44.1,43.3,30.2,435.3
2025-12-17,44.1,40.2,178.0,59.4,46.7,44.3,29.6,442.3
2025-12-18,44.8,38.3,175.8,58.2,45.7,44.7,28.7,436.19999999999993
2025-12-19,45.8,38.3,183.3,59.7,45.0,44.8,29.5,446.4
2025-12-20,42.5,39.8,175.1,59.0,44.1,43.9,29.5,433.9
2025-12-21,45.2,39.2,175.1,59.1,44.7,45.2,29.6,438.1
2025-12-22,46.0,40.2,180.4,59.0,44.2,46.2,29.6,445.6
2025-12-23,44.1,39.5,181.7,61.7,44.5,44.5,29.8,445.79999999999995
2025-12-24,44.1,38.9,178.6,62.1,42.4,44.8,29.8,440.70000000000005
2025-12-25,43.8,40.6,178.7,60.1,44.5,44.4,30.3,442.40000000000003
2025-12-26,44.8,40.5,184.6,60.1,45.4,44.8,29.2,449.4
2025-12-27,45.4,41.3,178.1,59.6,44.5,44.7,29.7,443.29999999999995
2025-12-28,44.1,40.8,178.7,59.8,43.7,44.3,29.2,440.6
2025-12-29,45.5,38.4,176.6,60.0,43.8,44.4,29.5,438.2
2025-12-30,46.2,39.7,184.7,60.5,45.5,45.2,29.6,451.40000000000003
2025-12-31,46.1,40.5,185.6,60.5,44.6,44.8,29.6,451.70000000000005
2026-01-01,46.9,39.5,188.2,58.1,44.6,46.0,30.4,453.70000000000005
2026-01-02,45.5,39.4,184.9,61.1,44.9,44.9,30.5,451.2
2026-01-03,45.3,40.1,181.3,59.8,45.2,43.5,29.8,445.00000000000006
2026-01-04,46.2,40.6,179.2,60.7,45.8,43.5,30.5,446.5
2026-01-05,44.2,39.2,180.0,61.1,47.0,45.2,29.8,446.5
2026-01-06,44.3,39.7,180.2,61.0,45.8,45.7,30.4,447.09999999999997
2026-01-07,44.8,40.2,183.9,58.8,46.5,46.3,30.4,450.9
2026-01-08,44.2,40.1,180.8,59.0,44.6,45.5,30.5,444.70000000000005
2026-01-09,46.0,41.2,180.8,61.4,44.9,44.5,28.8,447.59999999999997
2026-01-10,45.5,40.8,183.6,60.7,46.8,44.8,30.5,452.7
2026-01-11,45.0,39.7,180.7,59.6,45.1,47.1,30.2,447.40000000000003
2026-01-12,43.6,40.8,184.9,61.3,46.8,44.6,30.8,452.80000000000007
2026-01-13,44.6,40.6,182.8,59.7,46.9,45.8,29.8,450.2
2026-01-14,46.9,40.5,181.1,61.3,43.6,45.1,31.2,449.70000000000005
2026-01-15,47.4,41.2,179.9,61.2,45.9,45.6,31.0,452.2
2026-01-16,47.2,39.8,180.5,62.3,46.3,45.5,30.0,451.6
2026-01-17,45.9,40.8,188.2,61.3,45.6,44.8,31.4,458.0
2026-01-18,44.6,40.7,183.7,60.7,45.1,45.3,31.1,451.20000000000005
2026-01-19,45.1,41.3,185.8,62.4,44.3,44.7,30.0,453.6
2026-01-20,46.5,39.5,183.7,61.4,45.2,45.2,31.3,452.79999999999995
2026-01-21,47.9,40.3,182.1,61.2,46.7,45.9,31.6,455.69999999999993
2026-01-22,46.6,42.2,180.2,60.7,46.2,47.1,31.3,454.3
2026-01-23,45.9,39.5,176.0,61.4,47.8,45.4,30.8,446.79999999999995
2026-01-24,46.0,40.5,179.3,60.7,45.4,45.7,31.6,449.2
2026-01-25,44.8,41.4,180.0,59.0,46.3,47.2,30.8,449.5
2026-01-26,44.7,40.6,184.6,58.8,45.2,47.0,31.0,451.9
2026-01-27,45.4,39.3,184.4,62.7,45.8,46.3,29.8,453.70000000000005
2026-01-28,45.9,39.9,180.4,62.1,46.7,46.0,31.3,452.3
2026-01-29,45.1,40.9,181.5,62.8,45.2,45.2,31.3,452.0
2026-01-30,47.7,41.5,188.2,62.3,47.9,45.4,29.7,462.69999999999993
2026-01-31,45.4,39.9,183.3,60.9,46.5,47.3,30.6,453.90000000000003
2026-02-01,46.0,41.1,181.1,60.8,46.3,45.9,30.7,451.9
2026-02-02,45.4,40.4,187.2,62.0,45.3,45.6,29.9,455.8
2026-02-03,45.2,42.4,185.0,61.2,45.4,45.4,30.4,454.99999999999994
2026-02-04,45.5,41.2,183.2,62.0,46.9,45.2,30.9,454.8999999999999
2026-02-05,47.8,42.3,181.3,61.9,48.2,46.6,30.6,458.7
2026-02-06,46.9,42.2,184.6,61.8,46.1,45.4,30.8,457.8
2026-02-07,46.4,41.9,187.9,63.4,47.3,47.8,31.6,466.3
2026-02-08,46.2,42.2,176.9,62.1,46.5,45.7,31.4,451.0
2026-02-09,47.6,41.5,192.7,63.3,46.0,48.2,31.0,470.29999999999995
2026-02-10,46.7,40.1,191.7,61.9,46.0,46.5,30.2,463.09999999999997
2026-02-11,46.2,41.0,186.4,61.6,47.7,44.8,29.7,457.40000000000003
2026-02-12,46.9,42.4,186.6,63.3,44.6,44.4,31.4,459.59999999999997
2026-02-13,45.6,41.9,182.1,63.2,45.5,47.8,30.9,457.0
2026-02-14,46.2,42.5,186.6,64.2,45.0,46.3,30.7,461.5
2026-02-15,47.8,42.7,178.5,64.7,45.9,45.6,31.3,456.5
2026-02-16,48.4,41.9,189.3,63.0,47.4,45.0,32.4,467.4
2026-02-17,45.7,41.2,190.6,62.2,46.1,46.2,31.0,463.0
2026-02-18,46.5,42.4,186.8,62.0,46.2,45.2,31.0,460.1
2026-02-19,46.9,40.8,182.6,59.7,45.5,46.6,31.1,453.2
2026-02-20,46.6,42.2,186.6,60.2,47.1,46.6,30.9,460.2
2026-02-21,47.7,40.3,179.2,63.1,45.7,47.1,31.4,454.5
2026-02-22,45.8,41.7,182.7,31.0,47.0,46.6,29.9,424.7
2026-02-23,47.1,43.3,183.2,30.9,45.9,45.5,30.9,426.79999999999995
2026-02-24,47.6,41.5,188.4,32.3,47.1,47.7,29.9,434.5
2026-02-25,48.5,41.9,182.8,32.2,48.2,48.0,31.5,433.1
2026-02-26,45.7,41.7,186.3,31.6,46.7,46.5,30.1,428.6000000000001
2026-02-27,46.8,42.1,188.0,31.9,47.6,45.4,30.7,432.49999999999994
2026-02-28,47.2,42.8,186.6,32.0,45.8,47.0,31.6,433.00000000000006
2026-03-01,46.7,40.5,193.1,32.7,46.2,47.2,30.4,436.79999999999995
2026-03-02,46.0,41.3,185.3,31.0,46.6,46.2,31.9,428.3
2026-03-03,45.7,41.9,188.0,31.9,45.7,47.0,31.7,431.9
2026-03-04,47.9,40.8,194.1,32.3,47.8,48.2,30.7,441.79999999999995
2026-03-05,47.6,41.0,193.9,31.3,47.4,48.6,32.2,442.0
2026-03-06,48.2,42.1,187.6,32.8,46.5,46.8,32.3,436.3
2026-03-07,46.2,42.3,182.8,32.5,49.4,47.9,31.6,432.7
2026-03-08,46.5,42.2,188.0,32.3,46.5,45.6,30.8,431.90000000000003
2026-03-09,48.7,43.5,189.5,31.9,47.1,47.7,31.1,439.5
2026-03-10,47.9,40.2,187.5,31.3,47.1,47.6,32.5,434.1000000000001
2026-03-11,47.8,41.4,192.1,64.8,45.9,47.7,30.8,470.49999999999994
2026-03-12,47.7,41.5,194.4,62.2,46.9,47.8,32.1,472.6
2026-03-13,45.3,43.1,182.0,63.3,46.7,46.9,31.5,458.79999999999995
2026-03-14,48.2,41.6,188.1,63.9,46.2,47.1,31.8,466.9
2026-03-15,45.5,42.5,189.2,64.3,48.2,47.2,31.3,468.2
2026-03-16,46.5,41.6,190.9,61.5,47.1,48.2,31.3,467.1
2026-03-17,47.5,41.5,187.1,62.1,46.9,49.4,30.8,465.3
2026-03-18,47.4,40.7,190.8,63.9,49.0,47.2,31.7,470.69999999999993
2026-03-19,46.8,42.2,183.2,64.1,46.7,46.8,31.5,461.29999999999995
2026-03-20,47.2,41.0,188.6,63.9,47.1,46.4,31.5,465.7
2026-03-21,47.1,41.6,181.7,60.9,48.0,46.7,31.9,457.8999999999999
2026-03-22,47.7,42.4,191.1,63.9,46.9,46.2,31.9,470.0999999999999
2026-03-23,47.7,41.9,187.1,63.8,48.1,46.9,32.0,467.5
2026-03-24,47.4,41.4,184.5,64.2,47.4,47.2,31.4,463.49999999999994
2026-03-25,47.7,42.6,187.4,65.7,48.6,48.3,31.7,472.00000000000006
2026-03-26,47.5,41.1,187.0,63.3,48.2,47.0,32.3,466.40000000000003
2026-03-27,47.5,42.0,186.2,62.3,47.7,48.8,31.8,466.3
2026-03-28,47.7,42.7,189.0,61.1,46.4,48.5,31.6,467.0
2026-03-29,47.1,42.0,189.0,63.1,45.3,46.8,31.3,464.6000000000001
2026-03-30,47.1,42.2,189.4,61.4,46.5,46.7,31.4,464.7
2026-03-31,48.2,41.5,192.6,61.1,46.1,47.9,31.2,468.6
2026-04-01,46.7,41.4,185.8,61.8,46.6,48.4,32.0,462.7
2026-04-02,46.2,42.5,183.5,62.1,49.1,48.2,31.3,462.90000000000003
2026-04-03,47.8,42.4,192.5,62.3,47.2,46.7,32.0,470.9
2026-04-04,47.7,42.7,184.3,63.2,47.9,48.2,31.5,465.5
2026-04-05,48.3,41.1,187.0,62.9,48.4,46.3,31.4,465.3999999999999
2026-04-06,47.3,40.8,189.3,63.3,47.1,45.6,31.1,464.50000000000006
2026-04-07,47.5,40.5,187.5,65.6,47.3,48.7,31.3,468.40000000000003
2026-04-08,47.0,41.6,193.7,65.0,46.5,48.6,31.7,474.09999999999997
2026-04-09,45.8,42.3,181.2,66.0,48.2,47.6,32.6,463.7
2026-04-10,47.0,42.3,189.9,64.8,46.8,46.5,31.1,468.40000000000003
2026-04-11,48.0,44.1,192.6,63.2,48.4,47.9,32.1,476.29999999999995
2026-04-12,47.4,42.7,187.8,63.2,47.8,46.3,31.8,467.0
2026-04-13,48.1,43.4,191.5,63.3,46.7,45.5,31.1,469.6
2026-04-14,47.8,43.3,184.7,62.7,47.0,47.5,31.5,464.49999999999994
2026-04-15,47.0,41.3,185.6,61.0,47.0,48.5,32.4,462.79999999999995
2026-04-16,49.4,41.8,185.8,63.6,47.6,48.7,31.1,468.00000000000006
2026-04-17,48.7,41.2,187.8,60.6,47.8,47.3,31.3,464.7000000000001
2026-04-18,46.8,42.6,190.6,62.4,49.5,48.6,30.8,471.3
2026-04-19,47.1,41.4,190.7,63.5,46.9,46.8,30.8,467.2
2026-04-20,48.6,41.0,184.9,63.8,47.7,45.5,32.0,463.5
2026-04-21,49.0,41.9,185.8,63.2,47.8,48.2,31.7,467.6
2026-04-22,48.8,42.0,186.9,62.2,47.0,46.8,31.8,465.5
2026-04-23,45.9,42.9,181.6,63.1,47.8,47.3,30.7,459.3
2026-04-24,47.5,42.7,192.6,63.1,46.6,45.4,31.4,469.3
2026-04-25,48.6,41.4,191.3,62.8,48.8,48.8,31.9,473.6
2026-04-26,47.1,43.0,186.5,61.6,47.2,46.3,31.6,463.30000000000007
