date,Iraq_avail_kmt,Saudi_Arabia_avail_kmt,Russia_avail_kmt,UAE_avail_kmt,USA_avail_kmt,Nigeria_avail_kmt,Spot_Market_avail_kmt,total_avail_kmt
2025-06-02,134.9,95.9,64.7,66.9,41.6,27.5,71.9,503.4
2025-06-03,104.5,113.6,58.0,53.1,42.3,26.3,72.2,470.00000000000006
2025-06-04,126.1,109.3,65.4,55.9,39.2,28.9,96.1,520.8999999999999
2025-06-05,119.8,105.7,62.8,61.1,35.1,30.8,79.5,494.80000000000007
2025-06-06,122.1,104.8,59.5,70.9,37.6,30.8,78.2,503.9
2025-06-07,117.5,104.2,63.3,56.9,32.3,29.8,77.2,481.2
2025-06-08,114.2,104.3,60.2,67.3,39.4,37.9,78.6,501.9
2025-06-09,114.7,100.3,56.5,46.8,43.5,31.4,79.8,473.0
2025-06-10,118.8,102.1,152.8,68.3,35.4,28.4,82.7,588.5
2025-06-11,108.5,81.7,149.6,56.7,38.6,28.7,70.6,534.4
2025-06-12,114.0,90.9,158.4,56.6,32.9,33.4,73.0,559.2
2025-06-13,130.9,95.8,136.0,63.7,35.6,28.7,89.8,580.5
2025-06-14,101.8,102.9,145.6,59.9,38.7,28.7,65.1,542.6999999999999
2025-06-15,132.8,94.4,155.4,73.6,47.4,32.8,70.2,606.6
2025-06-16,128.4,97.1,134.5,62.2,40.2,31.5,75.6,569.5
2025-06-17,154.1,88.4,151.9,50.5,37.6,25.8,62.8,571.1
2025-06-18,129.2,85.4,156.8,62.9,42.1,33.0,89.5,598.9
2025-06-19,121.6,110.4,160.8,61.1,43.5,27.7,78.9,604.0
2025-06-20,126.6,104.3,161.3,68.7,43.7,31.4,66.6,602.6
2025-06-21,97.5,117.1,169.0,47.9,42.3,30.4,80.8,585.0
2025-06-22,127.8,104.3,152.3,53.7,40.6,34.5,87.3,600.5
2025-06-23,110.5,102.8,132.0,59.3,33.8,36.8,86.7,561.9000000000001
2025-06-24,138.6,97.1,116.8,61.0,38.6,29.2,53.7,535.0
2025-06-25,116.8,81.8,139.2,55.9,39.3,36.9,72.0,541.8999999999999
2025-06-26,122.7,109.8,161.3,56.4,34.0,29.7,83.9,597.8
2025-06-27,107.9,100.3,140.1,59.9,40.4,19.7,73.1,541.3999999999999
2025-06-28,115.1,102.3,130.4,56.0,39.0,31.6,70.9,545.3
2025-06-29,116.2,104.4,144.3,57.6,37.1,31.2,81.9,572.7
2025-06-30,126.9,80.7,141.2,72.8,34.8,30.3,96.6,583.3000000000001
2025-07-01,132.2,108.1,167.3,63.6,42.8,33.6,73.9,621.5
2025-07-02,114.0,105.1,145.9,62.1,37.8,29.7,86.4,581.0
2025-07-03,100.5,96.6,175.5,55.2,42.4,30.8,79.8,580.8
2025-07-04,101.2,82.2,133.8,51.8,40.7,35.6,85.3,530.6
2025-07-05,131.2,113.4,152.7,55.3,37.4,29.8,85.0,604.8
2025-07-06,127.5,86.0,147.1,56.4,37.3,34.7,93.1,582.1
2025-07-07,122.4,113.5,137.3,63.8,40.2,24.1,74.2,575.5000000000001
2025-07-08,119.7,76.7,150.6,70.2,36.2,30.7,83.2,567.3
2025-07-09,121.1,113.3,145.5,51.6,38.3,22.2,82.9,574.9
2025-07-10,117.9,103.6,141.4,60.5,44.4,30.6,85.4,583.8
2025-07-11,132.7,102.8,149.2,58.9,35.5,28.0,69.9,577.0
2025-07-12,119.9,113.1,164.0,50.4,44.1,31.0,78.3,600.8
2025-07-13,109.0,90.0,158.9,55.2,35.9,34.2,81.9,565.0999999999999
2025-07-14,112.7,93.1,149.9,60.6,35.9,28.8,77.7,558.7
2025-07-15,98.7,101.9,141.5,49.6,42.2,28.0,85.6,547.5
2025-07-16,129.0,97.9,157.7,62.0,40.2,32.3,82.1,601.2
2025-07-17,111.6,100.6,143.7,68.4,34.6,35.4,83.0,577.3
2025-07-18,116.5,97.0,163.0,57.1,36.8,34.0,86.6,591.0
2025-07-19,107.1,106.3,149.5,56.0,42.7,27.1,88.4,577.1
2025-07-20,112.9,80.7,130.4,57.4,39.6,26.7,90.9,538.6
2025-07-21,128.2,81.2,159.5,51.4,34.4,30.9,87.7,573.3
2025-07-22,120.9,98.0,130.6,62.4,35.3,28.8,82.4,558.4
2025-07-23,122.6,110.5,178.2,55.1,39.1,31.1,66.0,602.6
2025-07-24,134.1,91.1,165.8,58.6,36.2,31.8,83.8,601.4
2025-07-25,124.7,99.9,161.1,60.3,43.6,27.1,102.0,618.7
2025-07-26,112.0,97.8,134.6,55.3,38.7,36.1,81.2,555.7
2025-07-27,127.7,114.9,172.4,51.5,37.6,28.4,77.6,610.1
2025-07-28,106.4,94.3,147.4,60.8,41.4,33.8,85.3,569.4
2025-07-29,130.5,111.2,131.8,65.5,42.0,24.5,82.6,588.1
2025-07-30,121.9,89.6,125.9,67.6,37.1,29.0,74.0,545.1
2025-07-31,125.7,91.4,174.2,49.9,41.9,30.1,74.3,587.4999999999999
2025-08-01,122.2,108.6,158.8,49.9,39.0,34.5,87.0,600.0
2025-08-02,116.9,94.9,140.1,64.7,33.8,30.3,83.3,564.0
2025-08-03,102.8,111.4,161.3,61.6,43.4,30.8,80.4,591.7
2025-08-04,138.6,92.9,146.3,59.4,43.1,29.7,87.2,597.2
2025-08-05,111.9,107.1,130.4,58.2,46.9,28.3,102.7,585.5
2025-08-06,109.2,111.7,164.3,62.4,40.9,29.0,95.5,613.0
2025-08-07,122.6,96.0,161.1,56.4,44.2,30.5,85.1,595.9
2025-08-08,121.7,74.6,118.4,66.2,34.8,28.6,82.8,527.1
2025-08-09,113.8,80.9,153.1,60.9,38.8,33.2,76.1,556.8
2025-08-10,112.3,113.9,149.2,60.4,47.0,34.5,83.3,600.5999999999999
2025-08-11,126.8,99.6,154.0,49.4,37.4,30.4,96.2,593.8
2025-08-12,138.0,108.8,155.7,63.3,40.4,29.3,85.5,621.0
2025-08-13,118.7,87.8,126.2,54.0,38.1,33.5,76.9,535.2
2025-08-14,118.4,105.6,149.3,60.5,37.3,24.0,77.6,572.7
2025-08-15,130.3,110.4,140.8,65.7,39.3,29.6,99.6,615.7
2025-08-16,112.9,92.7,145.1,61.5,46.4,30.2,77.2,566.0
2025-08-17,103.2,95.9,159.9,65.0,34.9,32.8,74.1,565.8
2025-08-18,104.4,96.0,151.1,63.1,51.2,33.9,95.7,595.4
2025-08-19,114.3,93.5,153.2,56.0,40.9,25.9,79.7,563.5
2025-08-20,115.9,102.4,132.3,55.4,38.1,27.7,78.7,550.5
2025-08-21,96.2,90.5,172.3,61.8,36.1,30.3,75.0,562.2
2025-08-22,121.6,116.1,138.0,55.3,37.3,32.9,76.1,577.3
2025-08-23,122.1,95.8,157.4,45.7,34.3,35.1,77.2,567.6
2025-08-24,107.7,111.6,138.6,59.5,39.2,30.4,61.5,548.5
2025-08-25,120.7,88.4,150.2,70.5,37.3,35.5,79.2,581.8000000000001
2025-08-26,152.7,95.2,141.5,61.9,38.2,25.6,88.5,603.5999999999999
2025-08-27,114.5,85.9,143.3,54.0,31.6,28.3,79.1,536.7
2025-08-28,102.0,99.7,161.3,66.9,44.5,32.8,79.2,586.4
2025-08-29,108.4,92.7,162.7,59.5,41.6,33.1,75.2,573.2
2025-08-30,109.2,89.0,143.3,73.6,43.0,29.2,94.9,582.2
2025-08-31,109.8,91.4,153.0,57.1,46.3,31.5,80.0,569.1
2025-09-01,111.7,98.8,145.1,67.5,43.4,26.5,85.8,578.8
2025-09-02,117.1,97.4,146.7,56.5,43.5,24.5,69.4,555.1
2025-09-03,106.4,100.1,137.7,61.7,40.2,31.2,81.1,558.4
2025-09-04,123.0,78.6,141.0,62.8,42.9,28.8,75.0,552.1
2025-09-05,118.0,113.1,154.8,63.5,36.1,30.4,73.4,589.3
2025-09-06,121.9,106.0,146.1,54.3,40.5,26.0,80.3,575.1
2025-09-07,96.9,90.9,138.9,63.3,32.8,33.1,95.7,551.6000000000001
2025-09-08,133.6,109.6,159.7,64.4,39.1,33.1,77.8,617.3
2025-09-09,143.8,126.7,138.0,64.9,35.7,35.6,78.2,622.9
2025-09-10,120.1,103.3,166.5,59.3,40.2,29.8,76.5,595.6999999999999
2025-09-11,117.2,104.4,137.8,59.3,42.9,29.0,83.9,574.5
2025-09-12,117.4,93.0,171.1,55.6,45.7,28.8,80.9,592.5
2025-09-13,137.3,105.4,168.7,59.0,42.9,23.8,73.0,610.0999999999999
2025-09-14,97.0,92.5,152.2,60.9,49.4,27.1,91.6,570.6999999999999
2025-09-15,136.3,89.7,161.6,64.9,39.2,28.6,82.2,602.5
2025-09-16,106.0,104.9,132.5,58.6,43.2,32.6,74.5,552.3
2025-09-17,140.0,97.5,156.5,63.8,40.5,29.4,70.7,598.4000000000001
2025-09-18,125.9,73.4,160.3,65.9,39.2,25.5,75.3,565.5
2025-09-19,120.3,97.7,147.6,59.4,40.9,31.3,85.2,582.4
2025-09-20,107.2,80.8,150.4,56.2,37.9,35.4,62.9,530.8
2025-09-21,93.6,93.9,133.3,56.3,35.5,32.7,81.6,526.9
2025-09-22,96.4,96.0,131.1,56.3,41.3,33.6,85.0,539.7
2025-09-23,111.4,105.9,163.2,57.1,39.0,35.4,72.2,584.2
2025-09-24,133.9,83.3,123.9,53.4,36.6,30.8,90.7,552.6
2025-09-25,110.8,95.0,141.2,48.6,39.9,28.9,80.5,544.9
2025-09-26,95.0,109.1,138.1,58.6,37.4,27.5,67.9,533.6
2025-09-27,116.0,85.4,160.8,53.7,36.4,32.3,80.0,564.6
2025-09-28,111.2,95.7,134.9,64.2,36.1,28.8,82.7,553.6
2025-09-29,119.6,115.3,133.4,59.1,40.9,29.9,84.9,583.0999999999999
2025-09-30,109.9,87.1,159.1,53.5,37.8,29.0,87.2,563.6
2025-10-01,104.2,114.7,139.3,63.0,41.3,29.7,75.2,567.4000000000001
2025-10-02,112.0,83.0,176.2,64.3,32.7,31.6,61.9,561.7
2025-10-03,109.8,103.0,139.0,64.2,43.3,30.6,75.5,565.4000000000001
2025-10-04,135.0,104.8,166.7,62.2,44.7,27.2,80.9,621.5
2025-10-05,122.7,77.6,128.3,45.4,38.2,33.8,79.9,525.9
2025-10-06,127.5,88.1,144.8,58.6,38.3,30.9,89.0,577.2
2025-10-07,111.9,94.3,149.2,63.9,42.3,35.7,85.2,582.5
2025-10-08,117.5,100.0,142.7,52.2,37.3,29.8,84.8,564.3
2025-10-09,107.4,107.3,171.9,53.6,41.7,25.9,87.6,595.4
2025-10-10,125.4,90.9,151.9,72.6,42.0,32.4,79.3,594.5
2025-10-11,108.9,91.1,134.0,47.3,40.2,29.1,79.8,530.4
2025-10-12,117.8,116.6,153.2,61.0,41.3,31.6,61.8,583.3
2025-10-13,110.3,89.4,135.4,65.0,42.1,30.7,81.5,554.4000000000001
2025-10-14,123.9,104.3,157.9,61.6,34.4,25.4,81.8,589.3
2025-10-15,131.8,100.2,126.5,69.6,40.5,37.8,73.0,579.4000000000001
2025-10-16,116.2,91.7,152.9,56.4,41.2,31.9,73.2,563.5
2025-10-17,129.7,99.2,139.9,59.9,46.0,29.7,75.2,579.5999999999999
2025-10-18,122.8,105.1,146.3,60.7,39.7,25.8,81.6,582.0
2025-10-19,125.5,108.8,150.2,48.6,41.1,28.0,79.0,581.2
2025-10-20,128.2,105.8,181.8,55.2,45.5,31.9,78.6,627.0
2025-10-21,119.9,92.8,130.4,59.6,39.8,33.2,86.8,562.5
2025-10-22,117.9,76.3,157.5,54.1,46.4,29.9,66.4,548.5
2025-10-23,99.4,82.3,152.3,58.3,51.3,34.4,89.2,567.2
2025-10-24,108.3,106.2,146.5,70.3,36.7,29.9,82.9,580.8
2025-10-25,120.0,85.4,164.4,59.5,37.6,32.9,74.3,574.1
2025-10-26,144.3,108.8,154.6,63.4,36.8,32.6,77.1,617.6
2025-10-27,125.2,96.1,156.2,63.0,40.0,32.9,79.6,593.0
2025-10-28,110.0,112.5,140.4,63.0,40.4,25.5,68.3,560.0999999999999
2025-10-29,125.2,102.0,153.8,57.7,35.5,33.8,67.2,575.2
2025-10-30,137.0,114.8,151.3,66.7,33.3,29.6,85.0,617.7
2025-10-31,110.6,105.3,116.2,58.0,41.5,35.1,73.3,540.0
2025-11-01,127.5,99.5,128.4,62.5,41.6,35.5,76.8,571.8
2025-11-02,126.9,90.0,160.1,55.7,46.2,29.1,59.5,567.5
2025-11-03,110.1,110.9,167.6,53.1,38.6,29.4,84.7,594.4000000000001
2025-11-04,113.4,100.5,167.8,60.4,35.6,26.0,67.3,571.0
2025-11-05,102.9,98.0,149.0,53.0,42.0,28.2,88.8,561.9
2025-11-06,126.4,106.0,164.1,58.8,43.2,28.4,61.3,588.1999999999999
2025-11-07,132.5,77.7,128.6,53.7,47.0,26.7,80.0,546.1999999999999
2025-11-08,114.7,113.2,122.3,62.1,34.4,28.5,97.7,572.9
2025-11-09,128.5,107.7,162.1,65.8,37.4,27.3,86.8,615.5999999999999
2025-11-10,120.3,94.1,148.1,53.7,44.6,29.1,98.7,588.6
2025-11-11,119.5,92.3,169.6,63.5,44.3,35.1,69.6,593.9
2025-11-12,114.5,102.7,155.6,62.3,37.8,29.0,65.9,567.8
2025-11-13,116.3,104.5,136.6,59.1,35.2,28.9,72.9,553.5
2025-11-14,115.4,97.1,139.6,51.7,36.7,34.7,81.6,556.8
2025-11-15,124.3,99.4,163.2,49.2,45.8,33.5,79.5,594.9
2025-11-16,125.8,104.2,159.1,59.0,38.3,26.1,67.2,579.7
2025-11-17,121.8,100.0,144.5,68.2,40.7,30.1,79.1,584.4
2025-11-18,132.3,100.5,164.0,60.3,38.3,29.9,91.2,616.5000000000001
2025-11-19,109.9,102.2,131.4,55.9,41.8,31.0,87.4,559.6
2025-11-20,120.8,114.6,171.0,59.0,35.8,31.8,91.1,624.1
2025-11-21,112.1,112.1,157.3,64.0,39.4,28.8,97.7,611.4
2025-11-22,126.1,84.3,132.1,61.1,40.3,29.3,76.5,549.7
2025-11-23,129.6,78.8,149.5,51.5,36.6,36.5,84.3,566.8
2025-11-24,101.2,109.8,120.3,53.4,44.9,32.2,91.7,553.5
2025-11-25,127.6,123.0,129.3,66.8,41.7,33.4,79.0,600.8
2025-11-26,132.8,88.7,114.6,63.3,43.8,29.2,81.2,553.6
2025-11-27,122.1,96.3,159.6,68.6,38.5,28.4,79.5,593.0
2025-11-28,94.8,95.5,146.9,71.5,40.2,31.7,80.8,561.4
2025-11-29,144.5,102.3,144.3,56.7,41.5,23.7,82.1,595.1
2025-11-30,111.3,110.8,180.2,56.8,43.8,23.9,92.2,619.0
2025-12-01,117.8,93.5,164.6,61.7,43.2,31.3,88.1,600.1999999999999
2025-12-02,139.9,105.0,161.7,64.8,41.6,28.4,80.1,621.5
2025-12-03,113.3,93.5,152.8,66.8,35.3,29.3,64.6,555.6
2025-12-04,116.3,112.3,132.4,62.2,42.1,25.5,87.7,578.5
2025-12-05,134.8,98.8,158.3,52.0,37.2,28.0,84.5,593.6
2025-12-06,123.7,100.5,135.1,54.5,34.6,26.0,74.6,549.0
2025-12-07,125.8,107.7,161.0,64.8,34.4,30.4,79.9,604.0
2025-12-08,117.7,99.0,165.1,59.4,38.2,25.2,63.8,568.3999999999999
2025-12-09,118.3,110.7,151.1,47.5,39.6,29.0,77.0,573.2
2025-12-10,125.9,99.6,138.4,69.8,41.8,31.9,73.7,581.1
2025-12-11,100.1,106.3,161.0,56.3,47.7,34.4,78.1,583.9
2025-12-12,104.4,117.8,145.6,63.9,36.3,30.9,77.6,576.4999999999999
2025-12-13,112.5,102.2,137.8,71.9,38.5,29.4,73.0,565.3
2025-12-14,108.2,108.4,169.0,71.7,32.2,34.4,82.2,606.1
2025-12-15,133.4,106.3,162.1,60.7,45.3,30.1,77.7,615.6
2025-12-16,115.6,64.4,166.7,61.4,39.6,29.2,74.8,551.6999999999999
2025-12-17,117.6,108.3,138.7,54.4,40.6,26.2,73.6,559.4
2025-12-18,105.1,98.1,158.9,68.6,46.1,31.3,80.1,588.2
2025-12-19,126.8,104.5,128.0,59.9,44.6,23.9,77.6,565.3
2025-12-20,115.2,71.8,163.8,66.7,30.9,29.9,75.9,554.1999999999999
2025-12-21,112.0,96.0,149.1,67.9,43.4,28.8,84.0,581.2
2025-12-22,112.9,132.1,130.4,52.6,37.3,29.3,82.6,577.2
2025-12-23,110.5,109.3,167.3,57.8,40.5,30.2,69.3,584.9
2025-12-24,106.2,105.0,159.7,67.0,32.7,24.9,78.8,574.3
2025-12-25,117.9,89.8,149.6,52.5,40.3,25.3,91.9,567.3
2025-12-26,127.1,96.3,131.3,65.8,45.4,30.1,95.4,591.4
2025-12-27,134.9,89.7,136.1,50.8,47.2,28.0,85.6,572.3000000000001
2025-12-28,96.9,112.6,166.9,61.5,34.5,27.1,81.2,580.7
2025-12-29,114.9,100.5,137.1,66.6,34.4,27.0,82.1,562.6
2025-12-30,146.7,86.4,139.3,54.5,40.7,31.4,63.4,562.4
2025-12-31,121.8,127.3,135.6,47.1,38.9,32.7,80.6,584.0
2026-01-01,107.0,101.3,176.6,61.3,41.9,33.9,90.3,612.3
2026-01-02,120.1,93.8,160.6,59.5,43.1,31.0,75.8,583.9
2026-01-03,111.4,105.3,143.2,55.3,38.2,31.9,76.9,562.1999999999999
2026-01-04,128.6,96.2,139.0,63.7,38.2,32.0,87.9,585.6
2026-01-05,126.9,90.4,146.5,61.7,41.4,29.8,88.4,585.1
2026-01-06,116.9,101.6,151.6,54.6,34.6,26.2,85.7,571.2
2026-01-07,129.0,106.4,161.1,59.6,36.7,26.8,73.7,593.3000000000001
2026-01-08,126.6,117.5,134.4,69.9,40.9,36.4,87.2,612.9
2026-01-09,130.5,81.8,142.9,66.3,38.5,31.5,96.4,587.9000000000001
2026-01-10,125.9,103.2,151.5,69.8,41.3,28.2,85.5,605.4000000000001
2026-01-11,120.2,99.3,151.6,52.9,42.5,31.1,75.1,572.7
2026-01-12,111.7,97.7,145.6,58.7,41.7,28.4,83.2,567.0
2026-01-13,144.3,64.8,147.8,57.5,43.0,32.8,76.8,567.0
2026-01-14,121.9,95.7,155.9,64.3,38.0,33.4,72.6,581.8
2026-01-15,113.7,95.3,134.3,63.2,35.0,31.7,83.4,556.6
2026-01-16,113.6,122.6,148.8,57.6,33.8,27.6,86.0,590.0
2026-01-17,146.3,110.1,141.4,67.2,40.2,27.2,85.5,617.9
2026-01-18,130.9,98.3,169.4,58.1,42.8,31.8,73.2,604.5000000000001
2026-01-19,102.3,105.5,157.5,73.7,37.7,31.0,80.1,587.8
2026-01-20,130.5,106.2,153.6,57.9,38.6,27.4,85.7,599.9
2026-01-21,116.0,84.4,143.4,58.2,35.1,29.2,66.3,532.6
2026-01-22,118.0,79.8,105.6,60.0,43.8,29.1,75.9,512.2
2026-01-23,110.5,104.4,162.6,71.2,45.4,30.9,80.7,605.7
2026-01-24,126.3,97.2,147.6,59.7,41.8,26.0,71.2,569.8000000000001
2026-01-25,142.6,107.8,140.9,55.6,38.6,34.2,67.3,587.0
2026-01-26,100.3,95.7,149.9,53.3,42.7,29.7,66.6,538.1999999999999
2026-01-27,110.2,109.9,140.1,60.0,43.4,30.5,83.8,577.9
2026-01-28,109.2,88.7,147.2,68.0,41.4,32.0,77.7,564.2
2026-01-29,110.5,120.9,172.8,59.2,40.3,26.5,66.6,596.8000000000001
2026-01-30,102.6,98.9,173.7,60.5,37.8,29.5,79.7,582.7
2026-01-31,108.5,110.6,146.8,61.9,39.2,30.7,79.3,576.9999999999999
2026-02-01,114.0,107.4,153.7,62.7,44.4,27.6,88.7,598.5
2026-02-02,134.1,100.2,157.2,59.0,42.4,33.4,87.6,613.9
2026-02-03,92.8,91.3,150.3,58.4,38.3,32.4,73.7,537.1999999999999
2026-02-04,116.8,75.2,157.6,54.9,42.1,27.4,66.0,540.0
2026-02-05,129.2,96.6,153.0,54.7,36.2,32.6,72.2,574.5
2026-02-06,111.0,91.5,164.9,57.1,42.8,31.4,75.8,574.5
2026-02-07,136.9,93.3,117.7,58.1,33.4,27.9,83.9,551.1999999999999
2026-02-08,132.5,104.8,157.6,52.8,40.5,30.5,53.5,572.2
2026-02-09,123.5,89.1,153.8,66.5,39.2,24.6,82.4,579.1
2026-02-10,139.9,98.1,131.5,60.4,48.1,28.9,64.4,571.3
2026-02-11,127.5,103.3,149.4,59.5,46.0,31.8,78.8,596.3
2026-02-12,133.8,100.3,157.8,57.0,36.8,28.1,75.5,589.3000000000001
2026-02-13,102.1,94.3,142.9,60.8,35.9,29.7,96.1,561.8
2026-02-14,125.1,109.5,147.7,61.6,38.5,29.2,72.9,584.5
2026-02-15,67.0,56.7,162.4,30.8,42.3,34.8,84.6,478.6
2026-02-16,60.9,61.2,133.1,38.5,43.0,29.6,76.9,443.20000000000005
2026-02-17,69.9,61.0,151.0,35.8,36.5,27.8,78.5,460.5
2026-02-18,74.9,62.8,171.6,32.7,45.4,29.3,91.1,507.79999999999995
2026-02-19,67.5,60.1,139.9,39.5,37.8,31.5,92.3,468.6
2026-02-20,75.5,59.9,152.4,38.2,34.7,30.5,97.3,488.5
2026-02-21,80.9,51.9,170.7,40.8,41.1,21.6,95.2,502.20000000000005
2026-02-22,68.8,58.3,146.3,39.9,39.3,25.7,84.3,462.59999999999997
2026-02-23,69.5,72.1,149.6,30.7,33.9,28.9,79.8,464.49999999999994
2026-02-24,72.8,60.1,156.9,29.6,35.0,33.1,78.3,465.80000000000007
2026-02-25,72.4,55.6,162.0,34.8,40.7,30.8,81.1,477.4
2026-02-26,80.1,62.9,113.1,37.3,34.2,31.9,86.6,446.1
2026-02-27,53.8,62.0,138.4,42.7,36.6,30.9,86.6,451.0
2026-02-28,75.1,62.1,141.5,30.3,43.4,31.3,67.5,451.2
2026-03-01,67.5,69.0,153.1,36.1,40.3,30.2,80.4,476.6
2026-03-02,65.0,55.5,171.3,39.2,46.1,26.3,76.7,480.1
2026-03-03,87.6,59.1,126.0,35.9,38.5,27.1,73.8,448.0
2026-03-04,72.2,59.0,138.7,40.6,37.7,30.0,80.9,459.1
2026-03-05,68.8,59.0,148.8,31.0,40.3,26.5,74.5,448.90000000000003
2026-03-06,85.5,62.3,167.1,35.9,40.2,26.7,108.5,526.1999999999999
2026-03-07,75.4,49.1,170.5,35.7,39.9,33.0,92.2,495.79999999999995
2026-03-08,69.3,56.0,151.2,37.4,37.1,26.8,83.5,461.3
2026-03-09,76.1,66.6,152.2,32.1,41.7,28.9,85.4,483.0
2026-03-10,74.2,57.3,143.7,34.0,43.1,24.8,68.9,446.0
2026-03-11,62.4,55.2,152.4,37.2,33.3,31.2,85.8,457.5
2026-03-12,66.2,57.7,167.0,26.6,42.6,24.4,76.5,461.0
2026-03-13,67.6,63.0,123.9,37.9,39.1,32.6,63.6,427.70000000000005
2026-03-14,68.3,55.0,151.8,36.4,41.8,26.5,80.9,460.70000000000005
2026-03-15,74.5,53.3,173.6,31.6,43.3,29.5,71.6,477.4
2026-03-16,66.2,58.5,143.9,36.5,41.6,30.4,67.8,444.90000000000003
2026-03-17,64.9,51.6,184.3,33.0,45.7,34.2,71.7,485.4
2026-03-18,74.5,69.1,151.1,35.5,32.7,27.1,93.8,483.8
2026-03-19,73.1,56.7,148.0,32.6,44.0,32.6,79.0,466.00000000000006
2026-03-20,60.7,66.0,144.4,35.9,44.9,29.4,81.6,462.9
2026-03-21,67.4,63.6,148.6,32.7,47.5,31.7,76.2,467.7
2026-03-22,73.3,52.9,134.6,41.7,37.5,32.3,69.8,442.09999999999997
2026-03-23,84.9,61.4,144.5,34.4,33.6,30.0,74.5,463.3
2026-03-24,71.8,50.1,136.2,36.5,40.6,28.5,80.1,443.80000000000007
2026-03-25,73.7,66.2,129.2,39.6,35.3,30.7,69.3,444.00000000000006
2026-03-26,71.3,62.0,141.6,34.6,39.0,28.5,73.9,450.9
2026-03-27,71.4,57.8,142.0,43.9,36.4,28.9,82.0,462.3999999999999
2026-03-28,58.3,53.2,136.1,31.0,40.2,31.6,81.5,431.90000000000003
2026-03-29,81.8,69.5,159.6,41.7,42.2,25.0,80.3,500.09999999999997
2026-03-30,74.3,50.3,127.6,33.4,43.4,28.6,82.6,440.19999999999993
2026-03-31,78.4,56.4,157.1,30.3,42.7,26.8,71.0,462.7
2026-04-01,61.9,62.0,139.3,34.1,42.4,30.7,71.6,442.0
2026-04-02,65.9,63.1,147.4,33.5,43.9,33.6,82.1,469.5
2026-04-03,73.4,54.8,154.4,32.0,33.8,26.1,77.8,452.30000000000007
2026-04-04,67.3,66.1,141.7,36.9,42.3,27.3,69.3,450.9
2026-04-05,67.2,62.5,145.5,43.3,37.3,33.0,80.0,468.8
2026-04-06,85.6,60.3,138.5,31.6,40.7,27.5,82.3,466.5
2026-04-07,65.8,63.4,142.4,32.7,40.7,26.8,70.2,442.0
2026-04-08,71.1,62.7,154.7,37.7,40.3,30.0,74.0,470.5
2026-04-09,69.9,50.1,137.7,31.8,38.2,30.4,80.6,438.69999999999993
2026-04-10,60.7,60.5,133.4,34.9,38.9,26.1,83.6,438.1
2026-04-11,70.0,56.3,154.4,36.3,34.9,31.1,84.1,467.1
2026-04-12,84.4,52.0,139.1,41.4,33.3,25.4,76.4,452.0
2026-04-13,67.5,58.0,124.5,42.8,40.7,29.1,81.2,443.8
2026-04-14,78.9,56.7,143.3,39.9,32.6,24.6,62.8,438.80000000000007
2026-04-15,71.1,63.2,131.7,32.2,41.3,27.3,85.6,452.4
2026-04-16,122.4,101.0,161.0,65.1,39.9,30.4,77.0,596.8
2026-04-17,114.2,81.5,142.3,57.9,38.5,31.5,76.7,542.6
2026-04-18,123.6,94.4,161.4,45.2,39.7,33.6,82.1,580.0
2026-04-19,116.4,85.6,160.6,55.8,45.7,31.6,70.5,566.2
2026-04-20,138.7,101.5,148.0,59.9,45.9,32.7,78.8,605.4999999999999
2026-04-21,108.1,109.1,146.2,54.7,45.4,32.7,80.5,576.6999999999999
2026-04-22,115.4,103.2,131.5,65.6,39.7,29.1,89.7,574.2
2026-04-23,95.6,91.4,170.7,50.7,38.0,31.4,84.9,562.6999999999999
2026-04-24,134.4,106.8,165.9,61.5,38.9,20.3,86.8,614.5999999999999
2026-04-25,126.6,91.6,139.1,58.2,44.8,26.3,87.9,574.5
2026-04-26,126.9,92.3,129.2,74.6,39.2,29.8,85.4,577.4
2026-04-27,112.9,87.6,146.9,56.1,37.3,28.2,83.3,552.3
2026-04-28,126.0,98.0,136.0,64.2,42.7,24.9,77.9,569.6999999999999
2026-04-29,132.2,96.4,174.7,59.5,34.3,26.2,77.6,600.9
2026-04-30,112.2,96.5,137.1,59.2,45.5,31.8,75.4,557.6999999999999
2026-05-01,140.6,114.3,136.2,54.8,46.7,27.4,84.3,604.3
2026-05-02,114.8,109.2,162.1,72.7,40.9,27.4,73.2,600.3000000000001
2026-05-03,109.1,92.4,128.2,60.9,48.6,31.4,82.4,553.0
2026-05-04,133.9,116.1,162.9,55.5,45.7,30.9,77.0,622.0
2026-05-05,118.0,108.3,163.9,63.0,29.2,27.4,72.9,582.7
2026-05-06,118.1,89.6,132.1,59.7,38.6,33.8,72.2,544.1
2026-05-07,127.9,96.2,145.4,64.7,45.9,28.9,90.6,599.5999999999999
2026-05-08,128.7,100.8,125.7,58.5,36.1,24.1,67.3,541.2
2026-05-09,108.4,101.9,144.0,63.9,44.5,32.9,80.7,576.3
2026-05-10,120.9,98.6,154.1,54.0,42.6,33.3,70.9,574.4000000000001
2026-05-11,124.5,88.9,142.7,61.7,40.4,33.1,64.0,555.3
2026-05-12,124.4,95.7,166.4,66.2,34.5,27.1,97.9,612.1999999999999
2026-05-13,139.4,90.8,129.4,59.6,38.1,30.5,90.5,578.3000000000001
2026-05-14,112.9,105.2,140.3,62.2,37.8,34.0,81.9,574.3000000000001
